,dob,photo_taken,full_path,gender,age,pixels
47655,724281,2012,['44/3578244_1983-01-05_2012.jpg'],1.0,29,"tensor([118., 118., 110.,  ..., 110., 107., 100.])"
47669,707130,1973,['50/35796450_1936-01-21_1973.jpg'],1.0,37,"tensor([43., 43., 43.,  ..., 14., 14., 14.])"
47670,713289,1992,['23/35796523_1952-12-01_1992.jpg'],0.0,40,"tensor([29., 27., 30.,  ...,  2.,  3.,  8.])"
47671,726938,2013,['27/35796827_1990-04-15_2013.jpg'],0.0,23,"tensor([203., 213., 249.,  ..., 240., 203., 187.])"
47672,728168,2012,['50/35797450_1993-08-27_2012.jpg'],1.0,19,"tensor([225., 229., 214.,  ..., 246.,   2.,   1.])"
47675,725952,2014,['00/35798200_1987-08-03_2014.jpg'],1.0,27,"tensor([14., 13., 27.,  ..., 40., 36., 37.])"
47677,728621,2013,['72/45700772_1994-11-23_2013.jpg'],0.0,19,"tensor([194., 190., 187.,  ...,  55.,  37.,  27.])"
47681,723267,2011,['22/45703822_1980-03-27_2011.jpg'],1.0,31,"tensor([ 99., 121.,  75.,  ..., 246., 249., 255.])"
47704,719175,2014,['53/45708553_1969-01-12_2014.jpg'],1.0,45,"tensor([126.,  81., 102.,  ..., 236., 249., 255.])"
47705,723377,2012,['65/4570865_1980-07-15_2012.jpg'],1.0,32,"tensor([  3.,   3.,   3.,  ..., 132., 136., 119.])"
47708,705872,1966,['87/4571087_1932-08-11_1966.jpg'],1.0,34,"tensor([81., 81., 81.,  ..., 69., 69., 69.])"
47710,725598,2008,['61/45711961_1986-08-14_2008.jpg'],1.0,22,"tensor([223., 238., 231.,  ..., 127., 205., 207.])"
47711,712784,2007,['02/4571302_1951-07-15_2007.jpg'],1.0,56,"tensor([70., 78., 81.,  ..., 10., 11., 13.])"
47714,700037,2004,['97/4571997_1916-08-20_2004.jpg'],1.0,88,"tensor([112.,  59.,  27.,  ...,  36.,  32.,  29.])"
47721,702015,1973,['68/4574268_1922-01-19_1973.jpg'],1.0,51,"tensor([165., 165., 165.,  ..., 120., 120., 120.])"
47727,726233,2015,['88/45754988_1988-05-10_2015.jpg'],1.0,27,"tensor([ 90., 103., 112.,  ..., 197., 221., 255.])"
47730,725828,2015,['88/457688_1987-04-01_2015.jpg'],1.0,28,"tensor([  1.,   1.,   1.,  ..., 223., 218., 188.])"
47732,711713,2011,['26/4577626_1948-08-08_2011.jpg'],1.0,63,"tensor([175., 194., 175.,  ...,  21.,  20.,  18.])"
47734,708710,1978,['74/457774_1940-05-19_1978.jpg'],1.0,38,"tensor([231., 231., 231.,  ...,  39.,  39.,  39.])"
47735,716817,2011,['90/457790_1962-07-30_2011.jpg'],1.0,49,"tensor([230., 233., 226.,  ...,  67.,  59.,  74.])"
47737,694056,1948,['82/45782_1900-04-05_1948.jpg'],1.0,48,"tensor([ 58.,  58.,  58.,  ..., 252., 252., 252.])"
47738,716074,2009,['41/457841_1960-07-17_2009.jpg'],1.0,49,"tensor([ 17.,  10.,  26.,  ..., 245., 227., 213.])"
47739,728152,2008,['93/457893_1993-08-11_2008.jpg'],0.0,15,"tensor([169., 168., 173.,  ...,  63.,  43.,  32.])"
47740,715170,1987,['78/4579178_1958-01-25_1987.jpg'],1.0,29,"tensor([108., 108., 108.,  ..., 153., 153., 153.])"
47742,722162,2011,['30/557030_1977-03-18_2011.jpg'],1.0,34,"tensor([108., 160.,  23.,  ..., 219., 238., 218.])"
47745,718517,2013,['53/5570553_1967-03-26_2013.jpg'],1.0,46,"tensor([ 23.,  28.,  21.,  ..., 250.,  33.,  50.])"
47747,719375,2013,['07/5571007_1969-07-31_2013.jpg'],1.0,44,"tensor([73., 80., 73.,  ..., 33., 35., 32.])"
47757,708420,2010,['28/5573528_1939-08-03_2010.jpg'],1.0,71,"tensor([41., 27., 18.,  ..., 20., 24., 27.])"
47758,705838,1966,['98/5573798_1932-07-08_1966.jpg'],1.0,34,"tensor([255., 255., 251.,  ..., 255., 255., 251.])"
47760,702167,1957,['07/5573907_1922-06-20_1957.jpg'],1.0,35,"tensor([213., 216., 185.,  ..., 200., 204., 171.])"
47761,701724,1953,['96/557496_1921-04-03_1953.jpg'],0.0,32,"tensor([ 16.,  16.,  16.,  ..., 249., 249., 247.])"
47764,725757,2015,['14/5576114_1987-01-20_2015.jpg'],1.0,28,"tensor([221., 238., 254.,  ...,  50.,  40.,  41.])"
47765,720325,2010,['58/5576258_1972-03-07_2010.jpg'],1.0,38,"tensor([ 2.,  0.,  1.,  ..., 28., 23., 19.])"
47766,721659,2010,['92/5577992_1975-11-01_2010.jpg'],1.0,35,"tensor([47., 37., 38.,  ...,  3.,  3.,  1.])"
47769,716282,2005,['96/557996_1961-02-10_2005.jpg'],1.0,44,"tensor([205., 207., 202.,  ..., 177., 188., 216.])"
47770,719388,1989,['68/657068_1969-08-13_1989.jpg'],0.0,20,"tensor([ 25.,  25.,  25.,  ..., 211., 211., 211.])"
47772,710814,2009,['20/657120_1946-02-21_2009.jpg'],0.0,63,"tensor([224., 235., 229.,  ...,   7.,   8.,  12.])"
47778,724285,2009,['91/6573191_1983-01-09_2009.jpg'],1.0,26,"tensor([206., 214., 235.,  ..., 189.,  69.,  79.])"
47781,726225,2014,['68/6573568_1988-05-02_2014.jpg'],1.0,26,"tensor([145., 177., 166.,  ..., 249.,   9.,  38.])"
47783,714435,1980,['19/657419_1956-01-21_1980.jpg'],1.0,24,"tensor([101., 101., 101.,  ...,   2.,   2.,   2.])"
47791,716389,1990,['71/657671_1961-05-28_1990.jpg'],1.0,29,"tensor([35., 19., 22.,  ..., 29., 43., 52.])"
47792,712317,2008,['77/657777_1950-04-04_2008.jpg'],0.0,58,"tensor([133., 169., 203.,  ..., 226.,  28.,  19.])"
47793,704938,1969,['77/65777_1930-01-20_1969.jpg'],1.0,39,"tensor([ 10.,  16.,  32.,  ..., 233., 237., 238.])"
47795,703897,1964,['80/65780_1927-03-16_1964.jpg'],1.0,37,"tensor([247., 251., 254.,  ...,   4.,  37.,  56.])"
47799,723815,2008,['02/657902_1981-09-26_2008.jpg'],0.0,27,"tensor([253., 255., 254.,  ..., 255., 255., 255.])"
47801,708880,1965,['67/657967_1940-11-05_1965.jpg'],0.0,25,"tensor([144., 144., 144.,  ..., 208., 208., 208.])"
47802,724374,2009,['31/7570031_1983-04-08_2009.jpg'],0.0,26,"tensor([106.,  73.,  28.,  ...,  50.,  95., 150.])"
47803,720837,2009,['81/7570481_1973-08-01_2009.jpg'],0.0,36,"tensor([ 21.,  27.,  23.,  ..., 202., 190., 104.])"
47806,713565,2009,['18/75718_1953-09-03_2009.jpg'],1.0,56,"tensor([21., 25., 34.,  ..., 30., 39., 56.])"
47807,719480,2011,['57/757257_1969-11-13_2011.jpg'],1.0,42,"tensor([ 59.,  63.,  72.,  ..., 143., 125., 123.])"
47808,720890,2001,['07/757307_1973-09-23_2001.jpg'],,28,"tensor([223., 235., 233.,  ...,  71.,  76.,  80.])"
47809,722429,2012,['23/7573223_1977-12-10_2012.jpg'],0.0,35,"tensor([ 34., 105., 159.,  ..., 117.,  74.,  42.])"
47810,720527,2007,['69/7573269_1972-09-25_2007.jpg'],1.0,35,"tensor([158., 169., 201.,  ...,  78.,  72.,  86.])"
47811,722623,2010,['36/757336_1978-06-22_2010.jpg'],1.0,32,"tensor([255., 255., 251.,  ...,  14.,  14.,  16.])"
47812,722576,2011,['15/757415_1978-05-06_2011.jpg'],1.0,33,"tensor([255., 202., 120.,  ..., 121.,  76.,  35.])"
47813,722405,2013,['20/757420_1977-11-16_2013.jpg'],0.0,36,"tensor([ 98.,  96.,  97.,  ..., 116.,  54.,  31.])"
47814,711439,2007,['34/757434_1947-11-08_2007.jpg'],1.0,60,"tensor([ 2., 21., 64.,  ..., 54., 59., 97.])"
47815,726140,2009,['67/7574767_1988-02-07_2009.jpg'],1.0,21,"tensor([255., 255., 255.,  ..., 168.,  41.,  50.])"
47817,723929,2007,['94/7574994_1982-01-18_2007.jpg'],1.0,25,"tensor([  3.,   9.,  21.,  ..., 104., 102., 105.])"
47821,711793,2006,['85/75785_1948-10-27_2006.jpg'],1.0,58,"tensor([82., 72., 70.,  ..., 92., 77., 84.])"
47822,726415,2009,['58/7579458_1988-11-08_2009.jpg'],0.0,21,"tensor([250., 162., 186.,  ...,   8.,   4.,   3.])"
47823,707845,2009,['95/75795_1938-01-05_2009.jpg'],1.0,71,"tensor([227., 238., 244.,  ..., 104.,  89.,  82.])"
47830,714988,2009,['72/8571872_1957-07-27_2009.jpg'],1.0,52,"tensor([ 35.,  36., 189.,  ..., 200., 212., 212.])"
47831,715020,2007,['28/8572928_1957-08-28_2007.jpg'],1.0,50,"tensor([255., 255., 255.,  ...,  24.,  28.,  31.])"
47832,721448,2014,['29/8573129_1975-04-04_2014.jpg'],0.0,39,"tensor([131., 106., 109.,  ...,  19.,  17.,  18.])"
47838,718177,2014,['65/8573965_1966-04-20_2014.jpg'],1.0,48,"tensor([91., 92., 76.,  ..., 10.,  5.,  1.])"
47840,707433,2010,['36/857536_1936-11-19_2010.jpg'],1.0,74,"tensor([38., 36., 39.,  ..., 12., 12., 12.])"
47844,708503,1966,['05/8578005_1939-10-25_1966.jpg'],1.0,27,"tensor([237., 232., 194.,  ..., 233., 240., 199.])"
47850,720589,2012,['28/957228_1972-11-26_2012.jpg'],1.0,40,"tensor([152., 161., 218.,  ...,  42.,  46.,  73.])"
47852,721809,2013,['80/957280_1976-03-30_2013.jpg'],1.0,37,"tensor([198., 198., 174.,  ...,  45.,  29.,   4.])"
47853,726306,2012,['05/9573205_1988-07-22_2012.jpg'],1.0,24,"tensor([ 16.,  20.,   6.,  ..., 209., 204., 224.])"
47855,724167,2008,['71/9574571_1982-09-13_2008.jpg'],0.0,26,"tensor([ 50., 157., 209.,  ..., 132., 151., 165.])"
47859,726526,2008,['44/9576144_1989-02-27_2008.jpg'],0.0,19,"tensor([175., 144.,  98.,  ...,   1., 166., 194.])"
47860,706869,2009,['76/957676_1935-05-05_2009.jpg'],1.0,74,"tensor([255., 216., 207.,  ...,  11.,  10.,   8.])"
47861,730408,2015,['63/9576863_1999-10-15_2015.jpg'],0.0,16,"tensor([116., 103., 129.,  ...,  22.,  26., 117.])"
47865,723684,2011,['83/9578583_1981-05-18_2011.jpg'],1.0,30,"tensor([61., 47., 10.,  ..., 79., 84., 80.])"
47866,715119,2012,['69/957869_1957-12-05_2012.jpg'],1.0,55,"tensor([224., 226., 212.,  ...,  18.,  22.,  31.])"
47868,702813,1946,['32/167032_1924-03-27_1946.jpg'],0.0,22,"tensor([28., 28., 28.,  ..., 31., 31., 31.])"
47869,701083,1980,['33/1670333_1919-07-02_1980.jpg'],0.0,61,"tensor([ 24.,  19.,  23.,  ..., 101., 159., 144.])"
47873,726028,2012,['83/16705483_1987-10-18_2012.jpg'],1.0,25,"tensor([246., 191., 161.,  ...,  15.,  10.,   6.])"
47876,720469,2010,['83/16706483_1972-07-29_2010.jpg'],,38,"tensor([ 33.,  34.,  38.,  ..., 223., 227., 230.])"
47887,726689,2010,['49/16711949_1989-08-09_2010.jpg'],1.0,21,"tensor([230., 134.,  94.,  ...,  92., 254., 117.])"
47888,718926,1995,['12/1671212_1968-05-08_1995.jpg'],0.0,27,"tensor([ 26.,  33.,  59.,  ..., 148.,   1.,  29.])"
47889,717695,2010,['96/1671296_1964-12-24_2010.jpg'],1.0,46,"tensor([28., 23., 20.,  ..., 18.,  8.,  6.])"
47890,714198,2007,['01/1671401_1955-05-29_2007.jpg'],1.0,52,"tensor([217., 222., 215.,  ...,  29.,  41.,  53.])"
47892,725346,2007,['44/167144_1985-12-05_2007.jpg'],1.0,22,"tensor([ 51.,  21.,  10.,  ..., 207., 170., 187.])"
47893,715534,2008,['10/1671510_1959-01-24_2008.jpg'],1.0,49,"tensor([57., 58., 60.,  ..., 23., 25., 24.])"
47897,707493,1964,['41/16719641_1937-01-18_1964.jpg'],1.0,27,"tensor([118., 107., 113.,  ..., 212.,  47.,  41.])"
47898,727284,2008,['26/16720526_1991-03-27_2008.jpg'],0.0,17,"tensor([  9.,  80.,  50.,  ..., 181., 148., 129.])"
47899,720001,2009,['46/1672146_1971-04-18_2009.jpg'],1.0,38,"tensor([188., 166., 153.,  ..., 232., 213., 199.])"
47900,724189,2009,['32/16721932_1982-10-05_2009.jpg'],1.0,27,"tensor([254., 255., 216.,  ...,  30.,  28.,  31.])"
47901,725123,2013,['72/16722272_1985-04-26_2013.jpg'],1.0,28,"tensor([ 38.,  68., 122.,  ...,  65.,  46.,  16.])"
47902,724079,2010,['61/16723161_1982-06-17_2010.jpg'],1.0,28,"tensor([211., 207., 195.,  ...,  69.,  75.,  71.])"
47903,713547,2012,['36/16723436_1953-08-16_2012.jpg'],1.0,59,"tensor([72., 42., 32.,  ..., 24., 25., 69.])"
47904,716928,2013,['24/16724_1962-11-18_2013.jpg'],1.0,51,"tensor([ 5.,  4.,  2.,  ..., 16., 11.,  8.])"
47909,700113,2004,['89/167289_1916-11-04_2004.jpg'],1.0,88,"tensor([ 2.,  2.,  2.,  ..., 12.,  7.,  4.])"
47910,708607,2014,['90/167290_1940-02-06_2014.jpg'],1.0,74,"tensor([195.,  43.,  58.,  ...,  46.,  44.,  58.])"
47914,712655,2006,['89/16730989_1951-03-08_2006.jpg'],1.0,55,"tensor([ 4.,  2., 13.,  ..., 16., 18., 17.])"
47916,709703,1959,['10/167310_1943-02-06_1959.jpg'],1.0,16,"tensor([228., 228., 228.,  ..., 233., 233., 233.])"
47922,722498,2006,['87/16735987_1978-02-17_2006.jpg'],,28,"tensor([55., 63., 66.,  ..., 67., 79., 91.])"
47923,713532,2012,['20/1673620_1953-08-01_2012.jpg'],1.0,59,"tensor([236., 232., 229.,  ...,  24.,  14.,  13.])"
47925,724763,2005,['07/1674007_1984-05-01_2005.jpg'],0.0,21,"tensor([66., 27., 32.,  ..., 64., 37., 56.])"
47929,718086,2009,['55/1674155_1966-01-19_2009.jpg'],1.0,43,"tensor([179.,  85.,  77.,  ...,  57.,  56.,  52.])"
47930,705543,1956,['85/1674185_1931-09-17_1956.jpg'],0.0,25,"tensor([229., 229., 229.,  ...,  40.,  40.,  40.])"
47936,719681,2009,['83/1674783_1970-06-02_2009.jpg'],0.0,39,"tensor([117., 107.,  97.,  ..., 168., 153., 146.])"
47938,720202,2010,['38/1674838_1971-11-05_2010.jpg'],1.0,39,"tensor([119., 100.,  70.,  ..., 174., 176., 191.])"
47939,707869,1966,['61/16748961_1938-01-29_1966.jpg'],1.0,28,"tensor([ 38.,  38.,  38.,  ..., 204., 204., 204.])"
47942,713359,2006,['34/167534_1953-02-09_2006.jpg'],1.0,53,"tensor([201., 161., 126.,  ...,  59.,  17.,   1.])"
47948,718332,2009,['66/1675666_1966-09-22_2009.jpg'],1.0,43,"tensor([158.,  93.,  91.,  ...,  51.,  42.,  35.])"
47950,704086,1973,['61/16757261_1927-09-21_1973.jpg'],0.0,46,"tensor([ 50.,  46.,  47.,  ..., 130., 120., 121.])"
47951,723524,2001,['02/16757602_1980-12-09_2001.jpg'],1.0,21,"tensor([232., 222., 220.,  ...,  14.,  11.,  22.])"
47953,706029,1970,['97/16757797_1933-01-15_1970.jpg'],0.0,37,"tensor([164., 164., 164.,  ...,  35.,  35.,  35.])"
47954,697939,1945,['22/16757822_1910-11-22_1945.jpg'],1.0,35,"tensor([ 35.,  24.,  22.,  ..., 212., 206., 206.])"
47955,715563,2011,['57/16757_1959-02-22_2011.jpg'],1.0,52,"tensor([70., 69., 74.,  ..., 29., 31., 44.])"
47956,705743,1960,['95/167595_1932-04-04_1960.jpg'],1.0,28,"tensor([255., 251., 252.,  ...,   0.,   0.,   0.])"
47957,725809,2008,['78/16759678_1987-03-13_2008.jpg'],0.0,21,"tensor([204., 154., 117.,  ...,  54.,  27.,  10.])"
47960,705460,1984,['22/167622_1931-06-26_1984.jpg'],1.0,53,"tensor([127., 124.,  43.,  ...,  18.,  70., 130.])"
47961,707396,2008,['15/16762515_1936-10-13_2008.jpg'],1.0,72,"tensor([170., 178., 167.,  ...,   4.,  99., 157.])"
47964,694530,1945,['36/1676436_1901-07-23_1945.jpg'],1.0,44,"tensor([57., 57., 57.,  ..., 19., 19., 19.])"
47965,711125,2007,['51/167651_1946-12-29_2007.jpg'],0.0,61,"tensor([54., 47., 29.,  ..., 42., 43., 37.])"
47966,713684,2010,['35/1676535_1953-12-31_2010.jpg'],1.0,57,"tensor([146., 121., 116.,  ...,  21.,  21.,  21.])"
47967,718938,2011,['48/1676648_1968-05-20_2011.jpg'],1.0,43,"tensor([237., 150., 131.,  ..., 228., 157., 151.])"
47970,724968,2010,['29/16768629_1984-11-22_2010.jpg'],1.0,26,"tensor([29., 38., 33.,  ..., 63., 55., 52.])"
47971,714164,2013,['69/16769_1955-04-25_2013.jpg'],1.0,58,"tensor([  8.,   9.,   1.,  ..., 132., 170., 207.])"
47976,723920,2014,['92/1677192_1982-01-09_2014.jpg'],0.0,32,"tensor([196., 198., 193.,  ...,  95.,  98.,  91.])"
47983,721818,2010,['87/16775687_1976-04-08_2010.jpg'],1.0,34,"tensor([ 50.,  86.,  48.,  ..., 224., 239., 234.])"
47984,718476,2010,['93/16775893_1967-02-13_2010.jpg'],1.0,43,"tensor([190.,  64., 101.,  ...,  22.,  20.,  21.])"
47988,712439,2012,['63/16777163_1950-08-04_2012.jpg'],1.0,62,"tensor([142., 148., 136.,  ..., 216., 197.,  66.])"
47989,726249,2013,['33/16777733_1988-05-26_2013.jpg'],1.0,25,"tensor([ 72., 120., 158.,  ..., 132., 204., 254.])"
47990,715097,2007,['34/1677834_1957-11-13_2007.jpg'],1.0,50,"tensor([62., 56., 40.,  ..., 75., 85., 76.])"
47991,709756,2008,['90/167790_1943-03-31_2008.jpg'],1.0,65,"tensor([74., 71., 56.,  ...,  9., 22., 57.])"
47994,719439,2011,['05/167805_1969-10-03_2011.jpg'],0.0,42,"tensor([53., 46., 40.,  ...,  4.,  5., 10.])"
47995,725745,2011,['36/16780836_1987-01-08_2011.jpg'],1.0,24,"tensor([ 7.,  7.,  9.,  ..., 52., 43., 28.])"
47999,725009,2009,['70/16782670_1985-01-02_2009.jpg'],1.0,24,"tensor([132., 160.,  75.,  ..., 101., 101., 101.])"
48007,713751,2013,['30/1678830_1954-03-08_2013.jpg'],0.0,59,"tensor([ 28.,  33.,  13.,  ..., 114.,  81.,  62.])"
48008,716058,2010,['01/16788401_1960-07-01_2010.jpg'],1.0,50,"tensor([172., 140., 117.,  ...,  44.,  42.,  56.])"
48010,725228,2014,['08/16789908_1985-08-09_2014.jpg'],0.0,29,"tensor([ 46.,  97., 100.,  ...,  27.,   7.,   0.])"
48012,721997,2010,['91/1679191_1976-10-04_2010.jpg'],1.0,34,"tensor([81., 82., 48.,  ..., 32., 36., 35.])"
48013,723155,2009,['32/1679232_1979-12-06_2009.jpg'],1.0,30,"tensor([ 68.,  56.,  42.,  ..., 167., 110.,  33.])"
48014,724841,2011,['52/16792352_1984-07-18_2011.jpg'],0.0,27,"tensor([ 71.,  50.,  47.,  ..., 219., 190., 150.])"
48019,721462,2011,['62/1679562_1975-04-18_2011.jpg'],1.0,36,"tensor([253., 252., 234.,  ..., 231., 232., 218.])"
48023,706148,2011,['69/167969_1933-05-14_2011.jpg'],0.0,78,"tensor([36., 37., 32.,  ..., 36., 25., 21.])"
48024,720167,2014,['66/16797266_1971-10-01_2014.jpg'],1.0,43,"tensor([ 13.,  13.,  13.,  ..., 251., 250., 219.])"
48035,724508,2011,['23/26707723_1983-08-20_2011.jpg'],1.0,28,"tensor([153., 205.,  61.,  ..., 179., 185., 181.])"
48037,726597,2011,['91/26708491_1989-05-09_2011.jpg'],0.0,22,"tensor([204., 215., 199.,  ...,   3., 125., 162.])"
48039,707455,2012,['96/2671396_1936-12-11_2012.jpg'],0.0,76,"tensor([54., 53., 51.,  ..., 13., 13., 13.])"
48049,717865,2015,['40/2672040_1965-06-12_2015.jpg'],0.0,50,"tensor([ 67.,  80., 135.,  ...,   0.,   0.,   0.])"
48052,724087,2009,['10/26721810_1982-06-25_2009.jpg'],1.0,27,"tensor([62., 31., 10.,  ...,  7.,  3.,  0.])"
48058,727708,2014,['48/26726748_1992-05-24_2014.jpg'],1.0,22,"tensor([164., 177., 209.,  ..., 101., 128.,  87.])"
48061,718232,2012,['31/2673131_1966-06-14_2012.jpg'],0.0,46,"tensor([25., 16., 35.,  ..., 22., 15., 33.])"
48062,726096,2012,['80/26734380_1987-12-25_2012.jpg'],1.0,25,"tensor([163., 173., 182.,  ..., 132.,  86.,  73.])"
48064,719894,2008,['81/26739381_1971-01-01_2008.jpg'],1.0,37,"tensor([255., 255., 255.,  ..., 255., 254., 252.])"
48069,714665,2009,['42/2674342_1956-09-07_2009.jpg'],1.0,53,"tensor([ 8.,  7.,  5.,  ..., 24., 14., 13.])"
48070,726931,2015,['21/26744321_1990-04-08_2015.jpg'],1.0,25,"tensor([ 64.,  48.,  95.,  ..., 159.,  78., 136.])"
48078,724872,2012,['43/26752543_1984-08-18_2012.jpg'],1.0,28,"tensor([88., 80., 69.,  ..., 79., 48., 30.])"
48081,725246,2012,['74/2675974_1985-08-27_2012.jpg'],0.0,27,"tensor([24., 87., 56.,  ..., 40., 20., 13.])"
48082,703670,1950,['11/2676011_1926-08-01_1950.jpg'],0.0,24,"tensor([130., 130., 130.,  ..., 109., 109., 109.])"
48085,722987,2014,['95/2676195_1979-06-21_2014.jpg'],1.0,35,"tensor([219., 227., 246.,  ..., 124., 169., 234.])"
48087,702982,1944,['20/267620_1924-09-12_1944.jpg'],0.0,20,"tensor([242., 242., 242.,  ..., 243., 243., 243.])"
48089,723906,2012,['92/26764592_1981-12-26_2012.jpg'],1.0,31,"tensor([136., 140., 117.,  ..., 111.,  81.,  83.])"
48090,714543,2002,['40/26764840_1956-05-08_2002.jpg'],1.0,46,"tensor([229., 218., 214.,  ..., 101.,  90.,  96.])"
48096,720077,2005,['65/2676965_1971-07-03_2005.jpg'],1.0,34,"tensor([129., 134., 137.,  ...,  36.,  35.,  33.])"
48103,706868,2009,['64/26773064_1935-05-04_2009.jpg'],1.0,74,"tensor([54., 32., 19.,  ..., 50., 24., 11.])"
48109,726768,2010,['31/26776231_1989-10-27_2010.jpg'],0.0,21,"tensor([211., 211., 203.,  ..., 189., 205., 218.])"
48111,720829,2006,['48/2677648_1973-07-24_2006.jpg'],1.0,33,"tensor([122., 134., 134.,  ...,  59.,  43.,  79.])"
48112,726221,2015,['07/26777007_1988-04-28_2015.jpg'],0.0,27,"tensor([151., 142., 127.,  ..., 205., 196., 179.])"
48113,724741,2012,['25/26779525_1984-04-09_2012.jpg'],0.0,28,"tensor([ 56.,  53.,  38.,  ..., 170., 133., 115.])"
48115,722132,2009,['06/267806_1977-02-16_2009.jpg'],1.0,32,"tensor([255., 255., 255.,  ...,  63.,  67.,  76.])"
48121,724925,2012,['92/26787092_1984-10-10_2012.jpg'],1.0,28,"tensor([248., 230., 216.,  ...,   4.,   4.,   4.])"
48123,726906,2014,['24/26787624_1990-03-14_2014.jpg'],1.0,24,"tensor([114.,  89.,  69.,  ..., 248., 241., 231.])"
48130,720937,2001,['23/2679423_1973-11-09_2001.jpg'],0.0,28,"tensor([234., 250., 250.,  ...,  24.,  19.,  13.])"
48131,727696,2013,['30/26794530_1992-05-12_2013.jpg'],1.0,21,"tensor([102.,  81.,  60.,  ...,  36., 104., 177.])"
48132,709602,1968,['18/2679518_1942-10-28_1968.jpg'],1.0,26,"tensor([40., 40., 40.,  ..., 87., 87., 87.])"
48138,727450,2011,['26/26798926_1991-09-09_2011.jpg'],0.0,20,"tensor([ 34.,  48.,  48.,  ..., 122., 106.,  80.])"
48139,725895,2014,['33/26798933_1987-06-07_2014.jpg'],1.0,27,"tensor([ 57.,  13.,  10.,  ...,  55., 138., 188.])"
48140,715480,2012,['89/267989_1958-12-01_2012.jpg'],0.0,54,"tensor([ 8.,  3.,  0.,  ..., 46., 61., 80.])"
48153,725332,2009,['42/36701642_1985-11-21_2009.jpg'],0.0,24,"tensor([ 80.,  64.,  49.,  ..., 182., 180., 165.])"
48154,725189,2011,['48/36701648_1985-07-01_2011.jpg'],0.0,26,"tensor([213., 218., 247.,  ..., 211., 215., 201.])"
48157,728484,2014,['35/36701735_1994-07-09_2014.jpg'],1.0,20,"tensor([ 68.,  68.,  56.,  ..., 236., 239., 244.])"
48159,726526,2014,['05/36701905_1989-02-27_2014.jpg'],1.0,25,"tensor([ 62.,  68.,  82.,  ...,  73., 104., 125.])"
48175,726124,2012,['25/36702225_1988-01-22_2012.jpg'],1.0,24,"tensor([152., 143.,  84.,  ..., 145.,  92.,  76.])"
48185,722831,2012,['06/36702306_1979-01-16_2012.jpg'],1.0,33,"tensor([185., 186., 181.,  ..., 126.,  93.,  78.])"
48188,726916,2014,['41/36702541_1990-03-24_2014.jpg'],0.0,24,"tensor([150., 107.,  90.,  ..., 201., 165., 141.])"
48192,726088,2013,['67/36702767_1987-12-17_2013.jpg'],0.0,26,"tensor([ 85.,  97., 109.,  ...,  90.,  70.,  63.])"
48195,725719,2014,['49/36702949_1986-12-13_2014.jpg'],1.0,28,"tensor([222., 216., 200.,  ..., 119., 104., 101.])"
48197,725553,2010,['80/36703180_1986-06-30_2010.jpg'],1.0,24,"tensor([179., 139., 163.,  ..., 200., 177., 159.])"
48200,726608,2008,['96/36703196_1989-05-20_2008.jpg'],1.0,19,"tensor([196., 172., 146.,  ..., 177., 190., 196.])"
48214,727305,2015,['29/36703829_1991-04-17_2015.jpg'],1.0,24,"tensor([120., 139., 119.,  ..., 255.,  56.,  75.])"
48215,718257,2014,['85/3670385_1966-07-09_2014.jpg'],0.0,48,"tensor([  6.,   0.,   2.,  ..., 172., 144., 104.])"
48216,728473,2012,['26/36704226_1994-06-28_2012.jpg'],0.0,18,"tensor([92., 71., 44.,  ..., 16., 19., 24.])"
48224,727538,2013,['79/36704379_1991-12-06_2013.jpg'],1.0,22,"tensor([254., 254., 254.,  ...,   5.,  40.,  94.])"
48227,715643,1987,['84/36705584_1959-05-13_1987.jpg'],1.0,28,"tensor([221., 221., 221.,  ..., 251., 251., 251.])"
48228,726360,2012,['33/36705733_1988-09-14_2012.jpg'],0.0,24,"tensor([101.,  40.,  19.,  ..., 140., 137., 122.])"
48230,723987,2013,['00/36705800_1982-03-17_2013.jpg'],0.0,31,"tensor([170., 170., 178.,  ...,  64.,  63.,  69.])"
48231,726328,2012,['54/36706054_1988-08-13_2012.jpg'],1.0,24,"tensor([ 83.,  73.,  38.,  ...,  75., 129., 167.])"
48234,727752,2012,['44/36706344_1992-07-07_2012.jpg'],0.0,20,"tensor([ 21.,  18.,  13.,  ..., 187., 174., 165.])"
48235,709070,1955,['65/36709565_1941-05-14_1955.jpg'],0.0,14,"tensor([184., 184., 184.,  ..., 197., 197., 197.])"
48236,722789,2012,['20/36711620_1978-12-05_2012.jpg'],0.0,34,"tensor([254., 254., 254.,  ..., 198., 134.,  96.])"
48245,723667,2009,['34/3671634_1981-05-01_2009.jpg'],1.0,28,"tensor([ 28.,  21.,  13.,  ..., 246.,  71.,  88.])"
48246,728845,2012,['69/36717069_1995-07-05_2012.jpg'],0.0,17,"tensor([193., 191., 192.,  ...,  37.,  35.,  48.])"
48247,724252,2012,['70/36717070_1982-12-07_2012.jpg'],0.0,30,"tensor([166., 163., 192.,  ..., 190., 187., 216.])"
48248,726954,2012,['71/36717071_1990-05-01_2012.jpg'],0.0,22,"tensor([168., 169., 199.,  ...,  44.,  45., 112.])"
48250,727027,2012,['77/36717077_1990-07-13_2012.jpg'],1.0,22,"tensor([191., 191., 225.,  ...,  21.,  22.,  52.])"
